timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue,wue
2025-12-10T09:41:32,DSP_Final_Project,c928b081-1cc6-493b-8130-1a772d66a411,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,10.436632250028197,5.5374836096474416e-06,5.305814631566118e-07,5.0,0.0,6.0,1.4472406484775193e-05,0.0,1.734306958329398e-05,3.181547606806918e-05,0.0,Spain,ESP,,,,macOS-26.1-arm64-arm-64bit,3.11.14,3.2.0,10,Apple M1 Pro,,,,,32.0,machine,N,1.0,0.0
